PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
196378539,19011701,0,2019-01-18T16:17:00,"300 Block Technology Center Dr Pittsburgh, PA 15219",Y,Squirrel Hill North,4,99,5902(e) Patronizing a Prostitute / 902 Criminal Solicitation. / 907 Possessing Instruments of Crime.,1403,3,3,-79.960881249484,40.4307642683152
196379245,19011702,0,2019-01-18T17:18:00,"300 Block Technology Center Dr Pittsburgh, PA 15219",Y,Squirrel Hill North,4,99,5902(e) Patronizing a Prostitute / 902 Criminal Solicitation. / 907 Possessing Instruments of Crime.,1403,3,3,-79.960881249484,40.4307642683152
196381460,19011703,0,2019-01-18T18:20:00,"300 Block Technology Center Dr Pittsburgh, PA 15219",Y,Squirrel Hill North,4,99,5902(e) Patronizing a Prostitute / 902 Criminal Solicitation. / 907 Possessing Instruments of Crime.,1403,3,3,-79.960881249484,40.4307642683152
196381722,19011704,16,2019-01-18T19:03:00,"300 Block Technology Center Dr Pittsburgh, PA 15219",Y,Squirrel Hill North,4,PROSTITUTION,5902(a)(1) Prostitution  / 902 Criminal Solicitation. / 907 Possessing Instruments of Crime.,1403,3,3,-79.960881249484,40.4307642683152
196383152,19011705,0,2019-01-18T21:44:00,"300 Block Technology Center Dr Pittsburgh, PA 15219",Y,Squirrel Hill North,4,99,902 Criminal Solicitation. / 5902(e) Patronizing a Prostitute,1403,3,3,-79.960881249484,40.4307642683152
196101368,19009844,0,2019-01-15T20:15:00,"Middle St & Foreland St Pittsburgh, PA 15212",Y,East Allegheny,1,99,902 Criminal Solicitation. / 5902(e) Patronizing a Prostitute,2304,1,1,-79.9993927322196,40.4545767003078
196901649,19017303,14,2019-01-27T11:05:00,"1600 Block Belasco Ave Pittsburgh, PA 15216",N,Beechview,6,CRIM MISCHIEF,3304 Criminal Mischief.,1916,4,5,-80.0276460299077,40.4103588421504
196902012,19017409,11,2019-01-27T13:55:00,"500 Block E Warrington Ave Pittsburgh, PA 15210",N,Mount Washington,3,THEFT BY DECEPTION,4106 Access Device Fraud / 3922 Theft by Deception.,1807,3,5,-79.9986966150722,40.4210081791152
196909254,19017437,21,2019-01-27T15:24:00,"Maytide St & Brownsville Rd Pittsburgh, PA 15227",Y,Carrick,3,DUI - HIGHEST RATE OF ALCOHOL - BAC >= .16%,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3743 Accidents Involving Damage to Attended Veh. or Property / 3809(a) Restriction on Alcoholic Beverages in Vehicle,2904,4,3,-79.9778821642152,40.3844798173253
196914277,19016489,10,2019-01-26T03:31:00,"200 Block Maple Ter Pittsburgh, PA 15211",Y,Mount Washington,3,RECKLESSLY ENDANGER ANOTH PER,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2705 Recklessly Endangering Another Person. / 2706 Terroristic Threats.,1914,6,1,-80.0085407621368,40.467944168624
196914484,19017717,99,2019-01-28T01:14:00,"Wood St & 4th Ave Pittsburgh, PA 15222",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-80.0013048725924,40.4393869897011
196916040,19017719,10,2019-01-28T01:00:00,"1800 Block Wharton St Pittsburgh, PA 15203",Y,Bluff,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,3,3,-79.9803463951619,40.4305583761993
196892008,19017214,26,2019-01-27T05:57:00,"300 Block Halket St Pittsburgh, PA 15213",N,South Oakland,4,ESCAPE,5121 Escape.,409,3,3,-79.9615430224765,40.4370860222288
196898251,19014493,26,2019-01-23T07:00:00,"300 Block N Graham St Pittsburgh, PA 15206",N,Garfield,5,UNLAWFUL CONTACT OR COMMUNICATION W MINOR,6318 Unlawful Contact/Communication w/ Minor,1114,9,2,-79.9337854224608,40.4668902555557
196907965,19017454,10,2019-01-27T15:30:00,"1000 Block Woodlow St Pittsburgh, PA 15205",Y,Crafton Heights,6,HARRASSMENT,2709(a) Harassment.,2814,2,5,-80.0523889710639,40.4458030664507
196908388,19017507,99,2019-01-27T17:00:00,"300 Block Fernhill Ave Pittsburgh, PA 15226",Y,Brookline,6,MENTAL 201/302,9498 302 (Mental),1917,4,5,-80.0179817305798,40.4008981996873
196909703,19017531,0,2019-01-27T17:00:00,"2900 Block Sheraden Blvd Pittsburgh, PA 15204",N,Sheraden,6,99,2709(a)(2) Harassment by Following Person in Public Place(s),2018,,,0,0
196832484,19015943,6,2019-01-24T20:30:00,"200 Block 6th Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.0001971750407,40.4423287239074
196982712,19018281,10,2019-01-28T22:00:00,"4900 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304 Criminal Mischief.",804,7,2,-79.9465220373265,40.4543157591603
196986142,19018291,10,2019-01-28T22:02:00,"1300 Block Manning St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1203,9,2,-79.8969582369067,40.4679249923462
196989954,19018332,0,2019-01-29T00:41:00,"Oakwood St & Frankstown Ave Pittsburgh, PA 15221",Y,Homewood North,5,99,13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility.,1301,9,2,-79.8859468814014,40.4550813078682
197036060,19007366,10,2019-01-12T02:41:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,East Allegheny,2,SIMPLE ASSAULT,2701 Simple Assault.,103,6,6,-79.9931846836602,40.4350718181921
197039335,19017719,10,2019-01-28T01:00:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,6,6,-79.9931846836602,40.4350718181921
197043812,19018670,14,2019-01-29T13:00:00,"1200 Block Chateau St Pittsburgh, PA 15233",N,Manchester,1,CRIM MISCHIEF,3304 Criminal Mischief.,2107,6,1,-80.0278530224781,40.4529392277865
197047284,19018716,27,2019-01-29T06:00:00,"30 Block Welsford St Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,406,3,3,-79.9551561421012,40.4356591557442
196051686,19009449,0,2019-01-15T09:00:00,"1100 Block Sutherland St Pittsburgh, PA 15204",N,Sheraden,6,99,9999 9999 - (Misc. Incident): Property Damage,2022,2,5,-80.0617217721459,40.4543731584461
196786047,19014986,10,2019-01-23T23:15:00,"200 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,3001,3,5,-79.9903639822533,40.4113719087865
196914744,19017692,21,2019-01-27T23:51:00,"7700 Block Susquehanna St Pittsburgh, PA 15208",Y,Homewood South,5,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,1304,9,2,-79.8906376146183,40.4504513741394
196930246,19017249,99,2019-01-27T07:28:00,"3400 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,ACCIDENTAL FIRE,9018 Accidental Fire,405,3,3,-79.9609006805401,40.4384190708353
196932337,19010584,99,2019-01-16T21:35:00,"6400 Block Centre Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,1201,,,0,0
196948140,19017786,99,2019-01-28T03:17:00,"200 Block Oakland Ave Pittsburgh, PA 15213",N,Central Oakland,4,ACCIDENTAL FIRE,9018 Accidental Fire,405,,,0,0
196958477,19018032,10,2019-01-28T14:00:00,"Lilac St & Murray Ave Pittsburgh, PA 15217",N,Greenfield,4,HARRASSMENT,2709 Harassment (Non-Specific),1517,5,3,-79.9286549462465,40.4232144117716
196960029,19018057,6,2019-01-28T13:20:00,"400 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",2304,1,1,-80.0015589134548,40.4534470594397
196068154,19009535,6,2019-01-15T10:00:00,"5600 Block 5th Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,703,8,3,-79.9304344258707,40.449169342158
197685523,19024535,6,2019-02-07T12:21:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,804,8,2,-79.9492807240444,40.4525592336086
-2728001885,19019620,14,2019-01-30T23:30:00,"800 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-79.9989191960258,40.4426863590683
197221250,19019812,27,2019-01-31T09:38:00,"300 Block Grant St Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9979301341696,40.4378124774382
197257804,19020028,0,2019-01-31T16:30:00,"1400 Block Oberlin St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,99,9093 Indirect Criminal Contempt,1202,9,2,-79.8900183424271,40.4637350135178
197262812,19020131,6,2019-01-29T16:00:00,"600 Block Elm Spring Ct Pittsburgh, PA 15220",N,Banksville,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2023,2,5,-80.038354484954,40.4168931154768
197264102,19020038,5,2019-01-31T15:00:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,BURGLARY,3502 Burglary.,1919,4,5,-80.0191898061447,40.3928794375987
-3266003595,19020161,14,2019-01-31T21:00:00,"3400 Block Dawson St Pittsburgh, PA 15213",N,Central Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,406,3,3,-79.952850505828,40.4345581096041
197277108,19020211,10,2019-01-31T22:33:00,"1600 Block 5th Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,RECKLESSLY ENDANGER ANOTH PER,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2705 Recklessly Endangering Another Person. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503 Disorderly Conduct.",305,6,3,-79.9838647894087,40.4382643607775
197277417,19020223,10,2019-01-31T23:12:00,"6200 Block Auburn St Pittsburgh, PA 15206",Y,Larimer,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 4304(a)(1) Endangering Welfare of Children.,1208,9,2,-79.9166537097416,40.4663550910787
197286430,19017840,29,2019-01-28T08:00:00,"500 Block Protectory Pl Pittsburgh, PA 15219",N,Crawford-Roberts,2,RUNAWAYS - JUVENILE,029 Missing Juvenile,305,6,3,-79.9850242704509,40.4414802840402
197308020,19020474,14,2019-02-01T07:03:00,"200 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-79.999714719076,40.4379014438902
197419968,19022310,5,2019-02-04T09:00:00,"4800 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,BURGLARY,3502 Burglary.,804,7,2,-79.9470226727323,40.4603602714662
196990227,19018364,99,2019-01-29T04:07:00,"20 Block Jacob St Pittsburgh, PA 15234",N,Overbrook,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,3207,4,5,-79.9975496041386,40.3858632983392
197077555,19018840,6,2019-01-29T17:45:00,"2600 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1609,3,3,-79.9682421893291,40.4272789740558
197086923,19018232,13,2019-01-29T22:11:00,"200 Block East Ohio St Pittsburgh, PA 15212",Y,Allegheny Center,1,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(32) Paraphernalia - Use or Possession / 3928 Unauthorized Use of Automobile and Other Vehicles. / 1543 Driving While Operating Privilege is Suspended or Revoked.,2204,,,0,0
197094181,19019023,5,2019-01-30T00:54:00,"5700 Block Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,BURGLARY,3502 Burglary.,1413,5,3,-79.9243571146207,40.4325507650003
197078790,19018832,4,2019-01-29T17:59:00,"100 Block Marsden St Pittsburgh, PA 15207",Y,Hazelwood,4,AGG-ASSAULT,"2702 Aggravated Assault. / 2706 Terroristic Threats. / 2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief. / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1515,,,0,0
197082094,19018863,0,2019-01-29T18:50:00,"800 Block Suismon St Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): ,2304,1,1,-79.9973225141308,40.4557815855315
197131538,19014747,11,2019-01-23T09:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,3,CREDIT CARDS,4106 Access Device Fraud / 3925 Receiving Stolen Property.,1915,6,6,-79.9960409452176,40.4350395659104
197153998,19019383,11,2019-01-26T19:30:00,"1000 Block Elbon St Pittsburgh, PA 15220",N,Elliott,6,THEFT BY DECEPTION,3922 Theft by Deception.,2020,,,0,0
197154829,19019391,27,2019-01-30T16:15:00,"3100 Block Dobson St Pittsburgh, PA 15219",N,Polish Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,605,,,0,0
197164950,19019466,14,2019-01-29T17:59:00,"100 Block Marsden St Pittsburgh, PA 15207",Y,Hazelwood,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1515,,,0,0
197166888,19019407,27,2019-01-30T16:30:00,"100 Block Dilworth St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.0115862258949,40.4254436658815
197169489,19019525,27,2019-01-30T19:50:00,"300 Block McKinley St Pittsburgh, PA 15210",N,Glen Hazel,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1504,3,5,-79.9939695690564,40.4091024532724
196902242,19017383,27,2019-01-20T16:19:00,"4200 Block Perrysville Ave Pittsburgh, PA ",N,Perry North,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2607,,,0,0
196909752,19017489,20,2019-01-27T16:59:00,"5700 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,1115,8,2,-79.9334617427204,40.4570157923201
196917196,19017782,0,2019-01-28T03:45:00,"100 Block Elmont St Pittsburgh, PA 15205",Y,Crafton Heights,6,99,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2815,,,0,0
-3253000455,19017817,99,2019-01-28T05:00:00,"200 Block Dilworth St Pittsburgh, PA 15211",N,Mount Washington,3,AIDED CASE,9497 Aided Case,1914,2,5,-80.0132597923316,40.4256153393378
196931305,19017017,10,2019-01-27T00:13:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Middle Hill,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.9960409452176,40.4350395659104
196949975,19017924,14,2019-01-28T11:17:00,"100 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.9881100899007,40.4151750679869
196971479,19001810,11,2019-01-27T23:59:00,"100 Block Locarna Way Pittsburgh, PA 15201",N,Central Lawrenceville,2,CREDIT CARDS,4106 Access Device Fraud,901,,,0,0
196973104,19018069,6,2019-01-28T15:00:00,"2300 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4101 Forgery.,1609,3,3,-79.9729281846314,40.4281041224505
196973356,19018104,99,2019-01-28T16:55:00,"50 Block 11th St Pittsburgh, PA 15222",Y,Crawford-Roberts,2,FOUND DRUGS,9017 Found Drugs,305,3,3,-79.9876755376991,40.428967496273
195924595,19007779,99,2019-01-12T18:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,DRUG INVESTIGATION,9124 Drug Investigation,1803,3,5,-79.9935808847953,40.4215398426902
196132844,19010134,6,2019-01-16T08:28:00,"7100 Block Kedron St Pittsburgh, PA 15208",N,Homewood North,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1302,9,2,-79.8975131476962,40.4613935568173
196193391,19010488,4,2019-01-16T18:32:00,"200 Block Suncrest St Pittsburgh, PA 15210",N,Knoxville,3,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person.,3001,3,5,-79.9903900532115,40.4104130633895
196633472,19014186,99,2019-01-22T19:30:00,"East Ohio St & Chestnut St Pittsburgh, PA 15212",N,East Allegheny,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2304,1,1,-79.9945232759959,40.4549644865915
196655406,19014412,18,2019-01-23T04:35:00,"Perrysville Ave & N Charles St Pittsburgh, PA 15214",Y,Perry South,1,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,2614,6,1,-80.0086016916314,40.4710138335634
197428940,19022419,6,2019-02-04T10:30:00,"20 Block S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,3,3,-79.9804761553378,40.4313478928167
197295518,19020376,99,2019-02-01T06:48:00,"1700 Block Overbeck St Pittsburgh, PA 15212",N,Spring Hill-City View,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2620,,,0,0
197307934,19019958,10,2019-01-31T14:08:00,"1300 Block West Liberty Ave Pittsburgh, PA 15226",Y,Bon Air,6,SIMPLE ASSAULT,2701 Simple Assault.,1806,7,6,-79.9899237713535,40.4463889377436
197328311,19020754,10,2019-02-01T19:42:00,"1700 Block West Liberty Ave Pittsburgh, PA 15226",Y,Beechview,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1920,4,5,-80.0182121358891,40.4084282009384
197329109,19020838,0,2019-02-01T22:15:00,"4900 Block Broad St Pittsburgh, PA 15224",N,Garfield,5,99,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1017,9,2,-79.944864389936,40.4667897088948
197331494,19020946,18,2019-02-02T02:30:00,"Penn Ave & S Aiken Ave Pittsburgh, PA 15224",Y,Bloomfield,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4303 General Lighting Requirements.,809,9,2,-79.9364536396041,40.4646685576768
197336734,19021064,10,2019-02-02T09:11:00,"900 Block Cherokee St Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2701 Simple Assault.,506,6,3,-79.9583548981923,40.4506573630234
197336802,19021072,6,2019-02-02T01:30:00,"300 Block Oregon St Pittsburgh, PA 15204",N,Esplen,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2017,2,5,-80.0533786224873,40.4615948259028
197339617,19021189,6,2019-02-02T12:30:00,"500 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.9976023406639,40.4358722846132
196032591,19009229,27,2019-01-14T21:41:00,"100 Block S 11th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9876285013227,40.4274625663979
196411618,19012401,27,2019-01-19T17:20:00,"Shady Ave & Bartlett St Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1408,5,3,-79.9191205063392,40.4362388134355
196531446,19013517,11,2019-01-20T23:00:00,"1100 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,2107,6,1,-80.0212651754904,40.4542119808614
196646384,19014317,26,2019-01-23T00:43:00,"N Lang Ave & Idlewild St Pittsburgh, PA 15208",Y,Homewood North,5,CONCEALING DEATH BASTARD CHILD,4303 General Lighting Requirements. / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 1543 Driving While Operating Privilege is Suspended or Revoked.,1301,9,2,-79.8982274916388,40.4586902914696
197102229,19019108,10,2019-01-30T04:34:00,"2100 Block Spring Tpke Pittsburgh, PA 15210",N,Arlington,3,SIMPLE ASSAULT,2706 Terroristic Threats. / 2701 Simple Assault.,1603,3,3,-79.9776340712379,40.416934963711
197405958,19022199,0,2019-02-04T02:52:00,"1500 Block Belasco Ave Pittsburgh, PA 15216",N,Beechview,6,99,5534(a)(2) Aggrevated Cruelty to Animals - Intentionally or Knowlingly violated 5532 or 5533 causing injury or death,1916,,,0,0
197150729,19019365,0,2019-01-30T15:20:00,"2900 Block Mary St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): ,1608,3,3,-79.9665213559532,40.4233767506602
197158993,19019377,6,2019-01-30T15:51:00,"Bentley Dr Pittsburgh, PA 15219",N,Terrace Village,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,511,,,0,0
197169253,19019386,99,2019-01-30T16:10:00,"3000 Block Naomi St Pittsburgh, PA 15207",N,Glen Hazel,4,MENTAL 201/302,9498 302 (Mental),1504,5,3,-79.9282156813076,40.4096678350849
197175447,19019586,6,2019-01-30T21:43:00,"5100 Block 5th Ave Pittsburgh, PA 15232",Y,Shadyside,4,THEFT FROM AUTO,3934 Theft from Vehicle / 5506 Loitering and Prowling at Night / 3503(b)(1)(iii) Fencing or Enclosure / 907 Possessing Instruments of Crime.,703,8,3,-79.9382716111077,40.4474165588492
-2858004895,19019647,99,2019-01-31T00:45:00,"5th Ave & S Bouquet St Pittsburgh, PA 15213",N,North Oakland,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),403,8,3,-79.9574412105678,40.4425212018914
197258024,19017707,0,2019-01-27T00:55:00,"Roland St & S 16th St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,3,3,-79.982839763162,40.4285489478917
